"skjemanavn";"navn_i_rapporteket";"ledetekst";"obligatorisk";"type";"listeverdier";"listetekst";"normalintervall_start_numerisk";"normalintervall_slutt_numerisk";"maksintervall_start_numerisk";"maksintervall_slutt_numerisk";"normalintervall_start_dato";"normalintervall_slutt_dato";"maksintervall_start_dato";"maksintervall_slutt_dato";"antall_tegn";"lovlige_tegn";"desimaler";"aktiveringsspoersmaal";"underspoersmaal";"innfoert_dato";"utfaset_dato";"tabell";"fysisk_feltnavn";"kommentar";"variabel_id";"hjelpetekst"
"Personopplysninger";"Adressetype";"Adressetype";"Nei";"Listevariabel";2;"Annet";"";"";"";"";"";"";"";"";;;;"Ja";"Nei";"01.01.1980";"";"patient";"ADDR_TYPE";;"PATIENT_ADDR_TYPE";"Er det en vanlig enkel norsk postadresse velg type 1, hvis ikke velg type 2 for fritekstadressefelt."
"Personopplysninger";"Poststed";"Poststed";"Nei";"Tekstvariabel";"";"";"";"";"";"";"";"";"";"";50;"aAáÁbBcCdDðÐeEéÉfFgGhHiIíÍjJkKlLmMnNoOóÓpPqQrRsStTuUvúÚVwWxXyYýÝzZþÞæÆøØåÅäÄöÖñÑéÉ-ü ÜáÁ´_/,.- + 1234567890ØøÜüß@_-!%:;?";;"Ja";"Nei";"01.01.1980";"";"patient";"TOWN";;"PATIENT_TOWN";"Poststed tilhørende inntastet postnummer."
"Personopplysninger";;"Kommunenummer";"Nei";"Tekstvariabel";"";"";"";"";"";"";"";"";"";"";4;"0123456789";;"Ja";"Nei";"01.01.1980";"";"patient";"MUNICIPALITY_NUMBER";;"PATIENT_MUNICIPALITY_NUMBER";"Kommunenummer, utledet fra postnummer."
"Personopplysninger";;"Kommunenavn";"Nei";"Tekstvariabel";"";"";"";"";"";"";"";"";"";"";50;"aAáÁbBcCdDðÐeEéÉfFgGhHiIíÍjJkKlLmMnNoOóÓpPqQrRsStTuUvúÚVwWxXyYýÝzZþÞæÆøØåÅäÄöÖñÑéÉ-ü ÜáÁ´_/,.- + 1234567890ØøÜüß@_-!%:;?";;"Ja";"Nei";"01.01.1980";"";"patient";"MUNICIPALITY_NAME";;"PATIENT_MUNICIPALITY_NAME";"Kommunenavn, utledet fra postnummer."
"Personopplysninger";;"Fylke";"Nei";"Tekstvariabel";"";"";"";"";"";"";"";"";"";"";50;"aAáÁbBcCdDðÐeEéÉfFgGhHiIíÍjJkKlLmMnNoOóÓpPqQrRsStTuUvúÚVwWxXyYýÝzZþÞæÆøØåÅäÄöÖñÑéÉ-ü ÜáÁ´_/,.- + 1234567890ØøÜüß@_-!%:;?";;"Nei";"Ja";"01.01.1980";"";"patient";"COUNTY";;"PATIENT_COUNTY";"Fylke tilhørende inntastet postnummer."
"Registreringsskjema";"FolgesOpp";"Skal pasienten følges opp?";"Ja";"Listevariabel";1;"Ja";"";"";"";"";"";"";"";"";;;;"Ja";"Nei";"01.01.1980";"";"registration";"DOFOLLOWUP";;"REGISTRATION_DOFOLLOWUP";"Dersom svaret er nei vil denne oppfølgingen ikke måtte besvares, men pasient kan følges opp i fremtiden."
"Registreringsskjema";"FolgesOpp";"Skal pasienten følges opp?";"Ja";"Listevariabel";"0";"Nei";"";"";"";"";"";"";"";"";;;;"Ja";"Nei";"01.01.1980";"";"registration";"DOFOLLOWUP";;"REGISTRATION_DOFOLLOWUP";"Dersom svaret er nei vil denne oppfølgingen ikke måtte besvares, men pasient kan følges opp i fremtiden."
"Registreringsskjema";"PasientUtgar";"Skal pasienten utgå fra registeret ?";"Ja";"Listevariabel";1;"Ja";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"registration";"WITHDRAW";;"REGISTRATION_WITHDRAW";"Dersom svaret er ja vil fremtidige oppfølginger vil ikke lages."
"Registreringsskjema";"PasientUtgar";"Skal pasienten utgå fra registeret ?";"Ja";"Listevariabel";"0";"Nei";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"registration";"WITHDRAW";;"REGISTRATION_WITHDRAW";"Dersom svaret er ja vil fremtidige oppfølginger vil ikke lages."
"Registreringsskjema";"UtgangArsak";"Årsak til utgang fra registeret";"Ja";"Listevariabel";1;"Død";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"registration";"WITHDRAW_REASON";;"REGISTRATION_WITHDRAW_REASON";"Angi best passende kategori som årsak til at pasienten ikke skal følges opp videre."
"Registreringsskjema";"UtgangArsak";"Årsak til utgang fra registeret";"Ja";"Listevariabel";2;"Pasient utilgjengelig";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"registration";"WITHDRAW_REASON";;"REGISTRATION_WITHDRAW_REASON";"Angi best passende kategori som årsak til at pasienten ikke skal følges opp videre."
"Registreringsskjema";"UtgangArsak";"Årsak til utgang fra registeret";"Ja";"Listevariabel";3;"Pasient trekker seg";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"registration";"WITHDRAW_REASON";;"REGISTRATION_WITHDRAW_REASON";"Angi best passende kategori som årsak til at pasienten ikke skal følges opp videre."
"Registreringsskjema";"UtgangArsak";"Årsak til utgang fra registeret";"Ja";"Listevariabel";4;"Annet";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"registration";"WITHDRAW_REASON";;"REGISTRATION_WITHDRAW_REASON";"Angi best passende kategori som årsak til at pasienten ikke skal følges opp videre."
"Registreringsskjema";"Samtykke";"Ja";"Ja";"Avkrysningsboks";"";"";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"registration";"CONSENT";;"REGISTRATION_CONSENT";"Dette angir hvorvidt pasienten har gitt sitt samtykke. Det må være gjort for å kunne ferdigstille skjemaet. Samtykkeskjemaet finner du ved å trykke på ""Hent samtykkeskjema"". Adressen står på skjemaet."
"Registreringsskjema";"DiagEndret";"Er diagnosen endret siden forrige registering?";"Ja";"Listevariabel";1;"Ja";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"registration";"DIAGCHANGED";;"REGISTRATION_DIAGCHANGED";"Dersom svaret er ja vil diagnose feltene åpnes opp for editering."
"Registreringsskjema";"DiagEndret";"Er diagnosen endret siden forrige registering?";"Ja";"Listevariabel";"0";"Nei";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"registration";"DIAGCHANGED";;"REGISTRATION_DIAGCHANGED";"Dersom svaret er ja vil diagnose feltene åpnes opp for editering."
"Registreringsskjema";"DiagICD10";"Diagnose ICD-10:";"Ja";"Listevariabel";"G70.2";"Kongenitalt myastenisyndrom";"";"";"";"";"";"";"";"";;;;"Ja";"Nei";"01.01.1980";"";"registration";"DIAGNOSIS";;"REGISTRATION_DIAGNOSIS";"G60.8 skal kun brukes dersom det er påvist eller mistanke om genetisk årsak. G60.2 skal bare registreres dersom nevropatien er symptomgivende. I42.9 kardiomyopati som har kjent assosiasjon med arvelig nevromuskulær sykdom, men der myopati så langt ikke er påvist."
"Registreringsskjema";"DiagICD10";"Diagnose ICD-10:";"Ja";"Listevariabel";"G71.0";"Muskeldystrofi";"";"";"";"";"";"";"";"";;;;"Ja";"Nei";"01.01.1980";"";"registration";"DIAGNOSIS";;"REGISTRATION_DIAGNOSIS";"G60.8 skal kun brukes dersom det er påvist eller mistanke om genetisk årsak. G60.2 skal bare registreres dersom nevropatien er symptomgivende. I42.9 kardiomyopati som har kjent assosiasjon med arvelig nevromuskulær sykdom, men der myopati så langt ikke er påvist."
"Registreringsskjema";"DiagICD10";"Diagnose ICD-10:";"Ja";"Listevariabel";"G71.1";"Myotone lidelser";"";"";"";"";"";"";"";"";;;;"Ja";"Nei";"01.01.1980";"";"registration";"DIAGNOSIS";;"REGISTRATION_DIAGNOSIS";"G60.8 skal kun brukes dersom det er påvist eller mistanke om genetisk årsak. G60.2 skal bare registreres dersom nevropatien er symptomgivende. I42.9 kardiomyopati som har kjent assosiasjon med arvelig nevromuskulær sykdom, men der myopati så langt ikke er påvist."
"Registreringsskjema";"DiagICD10";"Diagnose ICD-10:";"Ja";"Listevariabel";"G71.2";"Medfødte myopatier";"";"";"";"";"";"";"";"";;;;"Ja";"Nei";"01.01.1980";"";"registration";"DIAGNOSIS";;"REGISTRATION_DIAGNOSIS";"G60.8 skal kun brukes dersom det er påvist eller mistanke om genetisk årsak. G60.2 skal bare registreres dersom nevropatien er symptomgivende. I42.9 kardiomyopati som har kjent assosiasjon med arvelig nevromuskulær sykdom, men der myopati så langt ikke er påvist."
"Registreringsskjema";"DiagICD10";"Diagnose ICD-10:";"Ja";"Listevariabel";"G71.3";"Mitokondriemyopati";"";"";"";"";"";"";"";"";;;;"Ja";"Nei";"01.01.1980";"";"registration";"DIAGNOSIS";;"REGISTRATION_DIAGNOSIS";"G60.8 skal kun brukes dersom det er påvist eller mistanke om genetisk årsak. G60.2 skal bare registreres dersom nevropatien er symptomgivende. I42.9 kardiomyopati som har kjent assosiasjon med arvelig nevromuskulær sykdom, men der myopati så langt ikke er påvist."
"Registreringsskjema";"DiagICD10";"Diagnose ICD-10:";"Ja";"Listevariabel";"G71.8";"Andre spesifiserte primære muskelsykdommer";"";"";"";"";"";"";"";"";;;;"Ja";"Nei";"01.01.1980";"";"registration";"DIAGNOSIS";;"REGISTRATION_DIAGNOSIS";"G60.8 skal kun brukes dersom det er påvist eller mistanke om genetisk årsak. G60.2 skal bare registreres dersom nevropatien er symptomgivende. I42.9 kardiomyopati som har kjent assosiasjon med arvelig nevromuskulær sykdom, men der myopati så langt ikke er påvist."
"Registreringsskjema";"DiagICD10";"Diagnose ICD-10:";"Ja";"Listevariabel";"G71.9";"Uspesifisert primær muskelsykdom";"";"";"";"";"";"";"";"";;;;"Ja";"Nei";"01.01.1980";"";"registration";"DIAGNOSIS";;"REGISTRATION_DIAGNOSIS";"G60.8 skal kun brukes dersom det er påvist eller mistanke om genetisk årsak. G60.2 skal bare registreres dersom nevropatien er symptomgivende. I42.9 kardiomyopati som har kjent assosiasjon med arvelig nevromuskulær sykdom, men der myopati så langt ikke er påvist."
"Registreringsskjema";"DiagICD10";"Diagnose ICD-10:";"Ja";"Listevariabel";"G72.3";"Periodisk paralyse";"";"";"";"";"";"";"";"";;;;"Ja";"Nei";"01.01.1980";"";"registration";"DIAGNOSIS";;"REGISTRATION_DIAGNOSIS";"G60.8 skal kun brukes dersom det er påvist eller mistanke om genetisk årsak. G60.2 skal bare registreres dersom nevropatien er symptomgivende. I42.9 kardiomyopati som har kjent assosiasjon med arvelig nevromuskulær sykdom, men der myopati så langt ikke er påvist."
"Registreringsskjema";"DiagICD10";"Diagnose ICD-10:";"Ja";"Listevariabel";"G73.6";"Myopati ved metabolske forstyrrelser";"";"";"";"";"";"";"";"";;;;"Ja";"Nei";"01.01.1980";"";"registration";"DIAGNOSIS";;"REGISTRATION_DIAGNOSIS";"G60.8 skal kun brukes dersom det er påvist eller mistanke om genetisk årsak. G60.2 skal bare registreres dersom nevropatien er symptomgivende. I42.9 kardiomyopati som har kjent assosiasjon med arvelig nevromuskulær sykdom, men der myopati så langt ikke er påvist."
"Registreringsskjema";"DiagICD10";"Diagnose ICD-10:";"Ja";"Listevariabel";"G12.0";"Infantil spinal muskelatrofi type 1 (Werding-Hoffman syndrom)";"";"";"";"";"";"";"";"";;;;"Ja";"Nei";"01.01.1980";"";"registration";"DIAGNOSIS";;"REGISTRATION_DIAGNOSIS";"G60.8 skal kun brukes dersom det er påvist eller mistanke om genetisk årsak. G60.2 skal bare registreres dersom nevropatien er symptomgivende. I42.9 kardiomyopati som har kjent assosiasjon med arvelig nevromuskulær sykdom, men der myopati så langt ikke er påvist."
"Registreringsskjema";"DiagICD10";"Diagnose ICD-10:";"Ja";"Listevariabel";"G12.1";"Annen arvelig spinal muskelatrofi";"";"";"";"";"";"";"";"";;;;"Ja";"Nei";"01.01.1980";"";"registration";"DIAGNOSIS";;"REGISTRATION_DIAGNOSIS";"G60.8 skal kun brukes dersom det er påvist eller mistanke om genetisk årsak. G60.2 skal bare registreres dersom nevropatien er symptomgivende. I42.9 kardiomyopati som har kjent assosiasjon med arvelig nevromuskulær sykdom, men der myopati så langt ikke er påvist."
"Registreringsskjema";"DiagICD10";"Diagnose ICD-10:";"Ja";"Listevariabel";"G12.8";"Annen spesifisert spinal muskelatrofi og beslektede syndromer";"";"";"";"";"";"";"";"";;;;"Ja";"Nei";"01.01.1980";"";"registration";"DIAGNOSIS";;"REGISTRATION_DIAGNOSIS";"G60.8 skal kun brukes dersom det er påvist eller mistanke om genetisk årsak. G60.2 skal bare registreres dersom nevropatien er symptomgivende. I42.9 kardiomyopati som har kjent assosiasjon med arvelig nevromuskulær sykdom, men der myopati så langt ikke er påvist."
"Registreringsskjema";"DiagICD10";"Diagnose ICD-10:";"Ja";"Listevariabel";"G12.9";"Uspesifisert spinal muskelatrofi";"";"";"";"";"";"";"";"";;;;"Ja";"Nei";"01.01.1980";"";"registration";"DIAGNOSIS";;"REGISTRATION_DIAGNOSIS";"G60.8 skal kun brukes dersom det er påvist eller mistanke om genetisk årsak. G60.2 skal bare registreres dersom nevropatien er symptomgivende. I42.9 kardiomyopati som har kjent assosiasjon med arvelig nevromuskulær sykdom, men der myopati så langt ikke er påvist."
"Registreringsskjema";"DiagICD10";"Diagnose ICD-10:";"Ja";"Listevariabel";"G60.0";"Arvelig motorisk og sensorisk nevropati";"";"";"";"";"";"";"";"";;;;"Ja";"Nei";"01.01.1980";"";"registration";"DIAGNOSIS";;"REGISTRATION_DIAGNOSIS";"G60.8 skal kun brukes dersom det er påvist eller mistanke om genetisk årsak. G60.2 skal bare registreres dersom nevropatien er symptomgivende. I42.9 kardiomyopati som har kjent assosiasjon med arvelig nevromuskulær sykdom, men der myopati så langt ikke er påvist."
"Registreringsskjema";"DiagICD10";"Diagnose ICD-10:";"Ja";"Listevariabel";"G60.1";"Refsums sykdom";"";"";"";"";"";"";"";"";;;;"Ja";"Nei";"01.01.1980";"";"registration";"DIAGNOSIS";;"REGISTRATION_DIAGNOSIS";"G60.8 skal kun brukes dersom det er påvist eller mistanke om genetisk årsak. G60.2 skal bare registreres dersom nevropatien er symptomgivende. I42.9 kardiomyopati som har kjent assosiasjon med arvelig nevromuskulær sykdom, men der myopati så langt ikke er påvist."
"Registreringsskjema";"DiagICD10";"Diagnose ICD-10:";"Ja";"Listevariabel";"G60.2";"Nevropati i tilknytning til arvelig ataksi";"";"";"";"";"";"";"";"";;;;"Ja";"Nei";"01.01.1980";"";"registration";"DIAGNOSIS";;"REGISTRATION_DIAGNOSIS";"G60.8 skal kun brukes dersom det er påvist eller mistanke om genetisk årsak. G60.2 skal bare registreres dersom nevropatien er symptomgivende. I42.9 kardiomyopati som har kjent assosiasjon med arvelig nevromuskulær sykdom, men der myopati så langt ikke er påvist."
"Registreringsskjema";"DiagICD10";"Diagnose ICD-10:";"Ja";"Listevariabel";"G60.8";"Annen spesifisert arvelig og idiopatisk nevropati";"";"";"";"";"";"";"";"";;;;"Ja";"Nei";"01.01.1980";"";"registration";"DIAGNOSIS";;"REGISTRATION_DIAGNOSIS";"G60.8 skal kun brukes dersom det er påvist eller mistanke om genetisk årsak. G60.2 skal bare registreres dersom nevropatien er symptomgivende. I42.9 kardiomyopati som har kjent assosiasjon med arvelig nevromuskulær sykdom, men der myopati så langt ikke er påvist."
"Registreringsskjema";"DiagICD10";"Diagnose ICD-10:";"Ja";"Listevariabel";"G60.9";"Uspesifisert arvelig idiopatisk nevropati";"";"";"";"";"";"";"";"";;;;"Ja";"Nei";"01.01.1980";"";"registration";"DIAGNOSIS";;"REGISTRATION_DIAGNOSIS";"G60.8 skal kun brukes dersom det er påvist eller mistanke om genetisk årsak. G60.2 skal bare registreres dersom nevropatien er symptomgivende. I42.9 kardiomyopati som har kjent assosiasjon med arvelig nevromuskulær sykdom, men der myopati så langt ikke er påvist."
"Registreringsskjema";"DiagICD10";"Diagnose ICD-10:";"Ja";"Listevariabel";"I42.9";"Uspesifisert kardiomyopati";"";"";"";"";"";"";"";"";;;;"Ja";"Nei";"01.01.1980";"";"registration";"DIAGNOSIS";;"REGISTRATION_DIAGNOSIS";"G60.8 skal kun brukes dersom det er påvist eller mistanke om genetisk årsak. G60.2 skal bare registreres dersom nevropatien er symptomgivende. I42.9 kardiomyopati som har kjent assosiasjon med arvelig nevromuskulær sykdom, men der myopati så langt ikke er påvist."
"Registreringsskjema";"DiagICD10";"Diagnose ICD-10:";"Ja";"Listevariabel";"T88.3";"Malign hypertermi som skyldes anestesi";"";"";"";"";"";"";"";"";;;;"Ja";"Nei";"01.01.1980";"";"registration";"DIAGNOSIS";;"REGISTRATION_DIAGNOSIS";"G60.8 skal kun brukes dersom det er påvist eller mistanke om genetisk årsak. G60.2 skal bare registreres dersom nevropatien er symptomgivende. I42.9 kardiomyopati som har kjent assosiasjon med arvelig nevromuskulær sykdom, men der myopati så langt ikke er påvist."
"Registreringsskjema";"SpesifiserG12_8";"Spesifiser (G12.8):";"Ja";"Tekstvariabel";"";"";"";"";"";"";"";"";"";"";120;"aAáÁbBcCdDðÐeEéÉfFgGhHiIíÍjJkKlLmMnNoOóÓpPqQrRsStTuUvúÚVwWxXyYýÝzZþÞæÆåÅäÄöÖñÑéÉ-ü ÜáÁ´_/,.- + 1234567890ØøÜüß@_-!%:;?  [] ()";;"Nei";"Ja";"01.01.1980";"";"registration";"G128SPECIFY";;"REGISTRATION_G128SPECIFY";"Inntil 120 tegn."
"Registreringsskjema";"UndergruppeSpes";"Sannsynlig annen undergruppe:";"Ja";"Tekstvariabel";"";"";"";"";"";"";"";"";"";"";120;"aAáÁbBcCdDðÐeEéÉfFgGhHiIíÍjJkKlLmMnNoOóÓpPqQrRsStTuUvúÚVwWxXyYýÝzZþÞæÆåÅäÄöÖñÑéÉ-ü ÜáÁ´_/,.- + 1234567890ØøÜüß@_-!%:;?  [] ()";;"Nei";"Ja";"01.01.1980";"";"registration";"SUBGROUP_SPECIFY";;"REGISTRATION_SUBGROUP_SPECIFY";"Beskriv undergruppe med tekst. F.eks. limb-girdle muskeldystrofi, type 2i eller Charlot-Marie-Tooth, type 1a"
"Registreringsskjema";"Undergruppe2Spes";"Sannsynlig annen undergruppe nivå 2:";"Ja";"Tekstvariabel";"";"";"";"";"";"";"";"";"";"";120;"aAáÁbBcCdDðÐeEéÉfFgGhHiIíÍjJkKlLmMnNoOóÓpPqQrRsStTuUvúÚVwWxXyYýÝzZþÞæÆåÅäÄöÖñÑéÉ-ü ÜáÁ´_/,.- + 1234567890ØøÜüß@_-!%:;?  [] ()";;"Nei";"Ja";"01.01.1980";"";"registration";"SUBSUBGROUP_SPECIFY";;"REGISTRATION_SUBSUBGROUP_SPECIFY";"Beskriv annen undergruppe for nivå 2 med tekst."
"Registreringsskjema";"GenetiskAarsakPaavist";"Er genetisk årsak påvist?";"Ja";"Listevariabel";1;"Ja";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"registration";"GENETIC_CAUSE";;"REGISTRATION_GENETIC_CAUSE";"Angi genetisk årsak så nøyaktig som mulig, hvis mulig skriv av svar fra genetisk analyse."
"Registreringsskjema";"GenetiskAarsakPaavist";"Er genetisk årsak påvist?";"Ja";"Listevariabel";"0";"Nei";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"registration";"GENETIC_CAUSE";;"REGISTRATION_GENETIC_CAUSE";"Angi genetisk årsak så nøyaktig som mulig, hvis mulig skriv av svar fra genetisk analyse."
"Registreringsskjema";"GenetiskAarsakPaavist";"Er genetisk årsak påvist?";"Ja";"Listevariabel";9;"Ikke utfylt";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"registration";"GENETIC_CAUSE";;"REGISTRATION_GENETIC_CAUSE";"Angi genetisk årsak så nøyaktig som mulig, hvis mulig skriv av svar fra genetisk analyse."
"Registreringsskjema";"AarstallGenAarsak";"Årstall for påvisning av genetisk årsak (åååå)";"Ja";"TallvariabelMangler";"";"";"diagnosisYear";"todayYear";"diagnosisYear";"todayYear";"";"";"";"";4;;"0";"Nei";"Ja";"01.12.2016";"";"registration";"GENETIC_CAUSE_YEAR";;"REGISTRATION_GENETIC_CAUSE_YEAR";"Angi årstall for utredningstart. Dersom dette er umulig å finne ut, kryss av i boksen ukjent. Dersom diagnoseår oppgis vil minste lovlige årstall være satt i forhold til det."
"Registreringsskjema";"Delesjon";"Delesjon";"Nei";"Avkrysningsboks";"";"";"";"";"";"";"";"";"";"";;;;"Ja";"Nei";"01.01.1980";"";"registration";"GEN_SPEC_DELETION";;"REGISTRATION_GEN_SPEC_DELETION";""
"Registreringsskjema";"Duplikasjon";"Duplikasjon";"Nei";"Avkrysningsboks";"";"";"";"";"";"";"";"";"";"";;;;"Ja";"Nei";"01.01.1980";"";"registration";"GEN_SPEC_DUPLICATION";;"REGISTRATION_GEN_SPEC_DUPLICATION";""
"Registreringsskjema";"PunktMutasjon";"Punktmutasjon";"Nei";"Avkrysningsboks";"";"";"";"";"";"";"";"";"";"";;;;"Ja";"Nei";"01.01.1980";"";"registration";"GEN_SPEC_POINT_MUTATION";;"REGISTRATION_GEN_SPEC_POINT_MUTATION";""
"Registreringsskjema";"DelesjonD4Z4";"Delesjon (D4Z4) krom 4q35";"Nei";"Avkrysningsboks";"";"";"";"";"";"";"";"";"";"";;;;"Ja";"Nei";"01.01.1980";"";"registration";"GEN_SPEC_DELETION_D4Z4";;"REGISTRATION_GEN_SPEC_DELETION_D4Z4";""
"Registreringsskjema";"HomozygotC826";"Homozygot c.826 C>A";"Nei";"Avkrysningsboks";"";"";"";"";"";"";"";"";"";"";;;;"Ja";"Nei";"01.01.1980";"";"registration";"GEN_SPEC_HOMOZYGOUS_C826";;"REGISTRATION_GEN_SPEC_HOMOZYGOUS_C826";""
"Registreringsskjema";"GCGEkspansjon14Q111";"GCG ekspansjon krom 14q11.1 (PABPN1)";"Nei";"Avkrysningsboks";"";"";"";"";"";"";"";"";"";"";;;;"Ja";"Nei";"01.01.1980";"";"registration";"GEN_SPEC_GCG_EXP_14Q111";;"REGISTRATION_GEN_SPEC_GCG_EXP_14Q111";""
"Registreringsskjema";"CCTGRepetisjonCNBP";"CTG repetisjon DMPK genet, krom 19";"Nei";"Avkrysningsboks";"";"";"";"";"";"";"";"";"";"";;;;"Ja";"Nei";"01.01.1980";"";"registration";"GEN_SPEC_CTG_DMPK_CHROM19";;"REGISTRATION_GEN_SPEC_CTG_DMPK_CHROM19";""
"Registreringsskjema";"CTGRepetisjonDMPK";"CCTG repetisjon CNBP (ZNF9) genet, krom 3";"Nei";"Avkrysningsboks";"";"";"";"";"";"";"";"";"";"";;;;"Ja";"Nei";"01.01.1980";"";"registration";"GEN_SPEC_CCTG_CNBP_SNF9_CHROM3";;"REGISTRATION_GEN_SPEC_CCTG_CNBP_SNF9_CHROM3";""
