"skjemanavn";"navn_i_rapporteket";"ledetekst";"obligatorisk";"type";"listeverdier";"listetekst";"normalintervall_start_numerisk";"normalintervall_slutt_numerisk";"maksintervall_start_numerisk";"maksintervall_slutt_numerisk";"normalintervall_start_dato";"normalintervall_slutt_dato";"maksintervall_start_dato";"maksintervall_slutt_dato";"antall_tegn";"lovlige_tegn";"desimaler";"aktiveringsspoersmaal";"underspoersmaal";"innfoert_dato";"utfaset_dato";"tabell";"fysisk_feltnavn";"kommentar";"variabel_id";"hjelpetekst"
"Personopplysninger";;"Pasient under oppfølging";"Ja";"Listevariabel";1;"Ja";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"patient";"CONTINUE_FOLLOWUP";;"PATIENT_CONTINUE_FOLLOWUP";"Feltet er satt på bakgrunn av siste oppfølging. Initielt satt til ja."
"Personopplysninger";;"Adressetype";"Nei";"Listevariabel";1;"Norsk";"";"";"";"";;;;;;;;"Ja";"Nei";"1980-01-01";"";"patient";"ADDR_TYPE";;"PATIENT_ADDR_TYPE";"Er det en vanlig enkel norsk postadresse velg type 1, hvis ikke velg type 2 for fritekstadressefelt."
"Personopplysninger";;"Adressetype";"Nei";"Listevariabel";2;"Annet";"";"";"";"";;;;;;;;"Ja";"Nei";"1980-01-01";"";"patient";"ADDR_TYPE";;"PATIENT_ADDR_TYPE";"Er det en vanlig enkel norsk postadresse velg type 1, hvis ikke velg type 2 for fritekstadressefelt."
"Personopplysninger";"Ikke overført";"Adresse";"Nei";"Tekstvariabel";"";"";"";"";"";"";;;;;60;"aAáÁbBcCdDðÐeEéÉfFgGhHiIíÍjJkKlLmMnNoOóÓpPqQrRsStTuUvúÚVwWxXyYýÝzZþÞæÆøØåÅäÄöÖñÑéÉ-ü ÜáÁ´_/,.- + 1234567890ØøÜüß@_-!%:;?";;"Nei";"Ja";"1980-01-01";"";"patient";"ADDRESS";;"PATIENT_ADDRESS";"Norsk postadresse, gateadresse med nummer, postboks eller liknende. Inntil 60 tegn. For andre eller mer komplisert adresser bruk adressetype 2."
"Personopplysninger";"Ikke overført";"Postnummer og poststed";"Nei";"Tekstvariabel";"";"";"";"";"";"";;;;;4;1234567890;;"Ja";"Nei";"1980-01-01";"";"patient";"ZIPCODE";;"PATIENT_ZIPCODE";"Skriv inn personens postnummer, 4 tegn. Poststed hentes automatisk."
"Personopplysninger";;"Poststed";"Nei";"Tekstvariabel";"";"";"";"";"";"";;;;;50;"aAáÁbBcCdDðÐeEéÉfFgGhHiIíÍjJkKlLmMnNoOóÓpPqQrRsStTuUvúÚVwWxXyYýÝzZþÞæÆøØåÅäÄöÖñÑéÉ-ü ÜáÁ´_/,.- + 1234567890ØøÜüß@_-!%:;?";;"Ja";"Nei";"1980-01-01";"";"patient";"TOWN";;"PATIENT_TOWN";"Poststed tilhørende inntastet postnummer."
"Personopplysninger";;"Kommunenummer";"Nei";"Tekstvariabel";"";"";"";"";"";"";;;;;4;"0123456789";;"Ja";"Nei";"1980-01-01";"";"patient";"MUNICIPALITY_NUMBER";;"PATIENT_MUNICIPALITY_NUMBER";"Kommunenummer, utledet fra postnummer."
"Personopplysninger";;"Kommunenavn";"Nei";"Tekstvariabel";"";"";"";"";"";"";;;;;50;"aAáÁbBcCdDðÐeEéÉfFgGhHiIíÍjJkKlLmMnNoOóÓpPqQrRsStTuUvúÚVwWxXyYýÝzZþÞæÆøØåÅäÄöÖñÑéÉ-ü ÜáÁ´_/,.- + 1234567890ØøÜüß@_-!%:;?";;"Ja";"Nei";"1980-01-01";"";"patient";"MUNICIPALITY_NAME";;"PATIENT_MUNICIPALITY_NAME";"Kommunenavn, utledet fra postnummer."
"Personopplysninger";;"Fylke";"Nei";"Tekstvariabel";"";"";"";"";"";"";;;;;50;"aAáÁbBcCdDðÐeEéÉfFgGhHiIíÍjJkKlLmMnNoOóÓpPqQrRsStTuUvúÚVwWxXyYýÝzZþÞæÆøØåÅäÄöÖñÑéÉ-ü ÜáÁ´_/,.- + 1234567890ØøÜüß@_-!%:;?";;"Nei";"Ja";"1980-01-01";"";"patient";"COUNTY";;"PATIENT_COUNTY";"Fylke tilhørende inntastet postnummer."
"Personopplysninger";"Ikke overført";"Fritekstadresse";"Ja";"Stor tekstvariabel";"";"";"";"";"";"";;;;;500;"aAáÁbBcCdDðÐeEéÉfFgGhHiIíÍjJkKlLmMnNoOóÓpPqQrRsStTuUvúÚVwWxXyYýÝzZþÞæÆøØåÅäÄöÖñÑéÉ-ü ÜáÁ´_/,.- + 1234567890ØøÜüß@_-!%:;?";;"Nei";"Ja";"1980-01-01";"";"patient";"FREEFORM_ADDR";;"PATIENT_FREEFORM_ADDR";"Friform adressefelt inntil 500 tegn. Skriv adressen slik den må skrives for å komme frem i postgang."
"Personopplysninger";"Ikke overført";"Mobilnummer";"Nei";"Tekstvariabel";"";"";"";"";"";"";;;;;15;"1234567890 +-()";;"Nei";"Nei";"1980-01-01";"";"patient";"PHONE";;"PATIENT_PHONE";"Skriv inn pasientens mobilnummer, om dette lar seg gjøre."
"Personopplysninger";"Ikke overført";"Alternativt telefonnummer";"Nei";"Tekstvariabel";"";"";"";"";"";"";;;;;15;"1234567890 +-()";;"Nei";"Nei";"1980-01-01";"";"patient";"ALT_PHONE";;"PATIENT_ALT_PHONE";"Dette kan være pasientens fasttelefonnummer, evt nummer til nære pårørende."
"Personopplysninger";"Ikke overført";"Epost-adresse";"Nei";"Tekstvariabel";"";"";"";"";"";"";;;;;50;"aAáÁbBcCdDðÐeEéÉfFgGhHiIíÍjJkKlLmMnNoOóÓpPqQrRsStTuUvúÚVwWxXyYýÝzZþÞæÆøØåÅäÄöÖñÑéÉ-ü ÜáÁ´_/,.- + 1234567890ØøÜüß@_-!%:;?";;"Nei";"Nei";"1980-01-01";"";"patient";"EMAIL";;"PATIENT_EMAIL";"Pasientens foretrukne epost-adresse."
"Personopplysninger";"Ikke overført";"Kommentar";"Nei";"Stor tekstvariabel";"";"";"";"";"";"";;;;;2000;"aAáÁbBcCdDðÐeEéÉfFgGhHiIíÍjJkKlLmMnNoOóÓpPqQrRsStTuUvúÚVwWxXyYýÝzZþÞæÆøØåÅäÄöÖñÑéÉ-ü ÜáÁ´_/,.- + 1234567890ØøÜüß@_-!%:;?()""";;"Nei";"Nei";"1980-01-01";"";"patient";"USERCOMMENT";;"PATIENT_USERCOMMENT";"Generell fri kommentar, max 2000 tegn."
"Registreringsskjema";;"Ja";"Ja";"Avkrysningsboks";"";"";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"CONSENT";;"REGISTRATION_CONSENT";"Dette angir hvorvidt pasienten har gitt sitt samtykke. Det må være gjort for å kunne ferdigstille skjemaet. Samtykkeskjemaet finner du ved å trykke på ""Hent samtykkeskjema"". Adressen står på skjemaet."
"Registreringsskjema";;"Informasjon om reservasjonsrett";"Ja";"Listevariabel";1;"Pasienten har fått utlevert «Informasjon om registeret og om dine rettigheter»";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"RESERVATION";;"REGISTRATION_RESERVATION";"Har pasienten mottatt informasjon om reservasjonsrett?"
"Registreringsskjema";;"Informasjon om reservasjonsrett";"Ja";"Listevariabel";2;"Etterregistrering: Muskelregisterets sekretariat vil sende «Informasjon om registeret og om dine rettigheter»";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"RESERVATION";;"REGISTRATION_RESERVATION";"Har pasienten mottatt informasjon om reservasjonsrett?"
"Registreringsskjema";;"Informasjon om reservasjonsrett";"Ja";"Listevariabel";3;"Pasienten har allerede samtykket til deltakelse";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"RESERVATION";;"REGISTRATION_RESERVATION";"Har pasienten mottatt informasjon om reservasjonsrett?"
"Registreringsskjema";;"Er diagnosen endret siden forrige registering?";"Ja";"Listevariabel";1;"Ja";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"DIAGCHANGED";;"REGISTRATION_DIAGCHANGED";"Dersom svaret er ja vil diagnose feltene åpnes opp for editering."
"Registreringsskjema";;"Er diagnosen endret siden forrige registering?";"Ja";"Listevariabel";"0";"Nei";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"DIAGCHANGED";;"REGISTRATION_DIAGCHANGED";"Dersom svaret er ja vil diagnose feltene åpnes opp for editering."
"Registreringsskjema";;"Diagnose ICD-10:";"Ja";"Listevariabel";"G70.2";"Kongenitalt myastenisyndrom";"";"";"";"";;;;;;;;"Ja";"Nei";"1980-01-01";"";"registration";"DIAGNOSIS";;"REGISTRATION_DIAGNOSIS";"G60.8 skal kun brukes dersom det er påvist eller mistanke om genetisk årsak. G60.2 skal bare registreres dersom nevropatien er symptomgivende. I42.9 kardiomyopati som har kjent assosiasjon med arvelig nevromuskulær sykdom, men der myopati så langt ikke er påvist."
"Registreringsskjema";;"Diagnose ICD-10:";"Ja";"Listevariabel";"G71.0";"Muskeldystrofi";"";"";"";"";;;;;;;;"Ja";"Nei";"1980-01-01";"";"registration";"DIAGNOSIS";;"REGISTRATION_DIAGNOSIS";"G60.8 skal kun brukes dersom det er påvist eller mistanke om genetisk årsak. G60.2 skal bare registreres dersom nevropatien er symptomgivende. I42.9 kardiomyopati som har kjent assosiasjon med arvelig nevromuskulær sykdom, men der myopati så langt ikke er påvist."
"Registreringsskjema";;"Diagnose ICD-10:";"Ja";"Listevariabel";"G71.1";"Myotone lidelser";"";"";"";"";;;;;;;;"Ja";"Nei";"1980-01-01";"";"registration";"DIAGNOSIS";;"REGISTRATION_DIAGNOSIS";"G60.8 skal kun brukes dersom det er påvist eller mistanke om genetisk årsak. G60.2 skal bare registreres dersom nevropatien er symptomgivende. I42.9 kardiomyopati som har kjent assosiasjon med arvelig nevromuskulær sykdom, men der myopati så langt ikke er påvist."
"Registreringsskjema";;"Diagnose ICD-10:";"Ja";"Listevariabel";"G71.2";"Medfødte myopatier";"";"";"";"";;;;;;;;"Ja";"Nei";"1980-01-01";"";"registration";"DIAGNOSIS";;"REGISTRATION_DIAGNOSIS";"G60.8 skal kun brukes dersom det er påvist eller mistanke om genetisk årsak. G60.2 skal bare registreres dersom nevropatien er symptomgivende. I42.9 kardiomyopati som har kjent assosiasjon med arvelig nevromuskulær sykdom, men der myopati så langt ikke er påvist."
"Registreringsskjema";;"Diagnose ICD-10:";"Ja";"Listevariabel";"G71.3";"Mitokondriemyopati";"";"";"";"";;;;;;;;"Ja";"Nei";"1980-01-01";"";"registration";"DIAGNOSIS";;"REGISTRATION_DIAGNOSIS";"G60.8 skal kun brukes dersom det er påvist eller mistanke om genetisk årsak. G60.2 skal bare registreres dersom nevropatien er symptomgivende. I42.9 kardiomyopati som har kjent assosiasjon med arvelig nevromuskulær sykdom, men der myopati så langt ikke er påvist."
"Registreringsskjema";;"Diagnose ICD-10:";"Ja";"Listevariabel";"G71.8";"Andre spesifiserte primære muskelsykdommer";"";"";"";"";;;;;;;;"Ja";"Nei";"1980-01-01";"";"registration";"DIAGNOSIS";;"REGISTRATION_DIAGNOSIS";"G60.8 skal kun brukes dersom det er påvist eller mistanke om genetisk årsak. G60.2 skal bare registreres dersom nevropatien er symptomgivende. I42.9 kardiomyopati som har kjent assosiasjon med arvelig nevromuskulær sykdom, men der myopati så langt ikke er påvist."
"Registreringsskjema";;"Diagnose ICD-10:";"Ja";"Listevariabel";"G71.9";"Uspesifisert primær muskelsykdom";"";"";"";"";;;;;;;;"Ja";"Nei";"1980-01-01";"";"registration";"DIAGNOSIS";;"REGISTRATION_DIAGNOSIS";"G60.8 skal kun brukes dersom det er påvist eller mistanke om genetisk årsak. G60.2 skal bare registreres dersom nevropatien er symptomgivende. I42.9 kardiomyopati som har kjent assosiasjon med arvelig nevromuskulær sykdom, men der myopati så langt ikke er påvist."
"Registreringsskjema";;"Diagnose ICD-10:";"Ja";"Listevariabel";"G72.3";"Periodisk paralyse";"";"";"";"";;;;;;;;"Ja";"Nei";"1980-01-01";"";"registration";"DIAGNOSIS";;"REGISTRATION_DIAGNOSIS";"G60.8 skal kun brukes dersom det er påvist eller mistanke om genetisk årsak. G60.2 skal bare registreres dersom nevropatien er symptomgivende. I42.9 kardiomyopati som har kjent assosiasjon med arvelig nevromuskulær sykdom, men der myopati så langt ikke er påvist."
"Registreringsskjema";;"Diagnose ICD-10:";"Ja";"Listevariabel";"G73.6";"Myopati ved metabolske forstyrrelser";"";"";"";"";;;;;;;;"Ja";"Nei";"1980-01-01";"";"registration";"DIAGNOSIS";;"REGISTRATION_DIAGNOSIS";"G60.8 skal kun brukes dersom det er påvist eller mistanke om genetisk årsak. G60.2 skal bare registreres dersom nevropatien er symptomgivende. I42.9 kardiomyopati som har kjent assosiasjon med arvelig nevromuskulær sykdom, men der myopati så langt ikke er påvist."
"Registreringsskjema";;"Diagnose ICD-10:";"Ja";"Listevariabel";"G12.0";"Infantil spinal muskelatrofi type 1 (Werdnig-Hoffman syndrom)";"";"";"";"";;;;;;;;"Ja";"Nei";"1980-01-01";"";"registration";"DIAGNOSIS";;"REGISTRATION_DIAGNOSIS";"G60.8 skal kun brukes dersom det er påvist eller mistanke om genetisk årsak. G60.2 skal bare registreres dersom nevropatien er symptomgivende. I42.9 kardiomyopati som har kjent assosiasjon med arvelig nevromuskulær sykdom, men der myopati så langt ikke er påvist."
"Registreringsskjema";;"Diagnose ICD-10:";"Ja";"Listevariabel";"G12.1";"Annen arvelig spinal muskelatrofi";"";"";"";"";;;;;;;;"Ja";"Nei";"1980-01-01";"";"registration";"DIAGNOSIS";;"REGISTRATION_DIAGNOSIS";"G60.8 skal kun brukes dersom det er påvist eller mistanke om genetisk årsak. G60.2 skal bare registreres dersom nevropatien er symptomgivende. I42.9 kardiomyopati som har kjent assosiasjon med arvelig nevromuskulær sykdom, men der myopati så langt ikke er påvist."
"Registreringsskjema";;"Diagnose ICD-10:";"Ja";"Listevariabel";"G12.8";"Annen spesifisert spinal muskelatrofi og beslektede syndromer";"";"";"";"";;;;;;;;"Ja";"Nei";"1980-01-01";"";"registration";"DIAGNOSIS";;"REGISTRATION_DIAGNOSIS";"G60.8 skal kun brukes dersom det er påvist eller mistanke om genetisk årsak. G60.2 skal bare registreres dersom nevropatien er symptomgivende. I42.9 kardiomyopati som har kjent assosiasjon med arvelig nevromuskulær sykdom, men der myopati så langt ikke er påvist."
"Registreringsskjema";;"Diagnose ICD-10:";"Ja";"Listevariabel";"G12.9";"Uspesifisert spinal muskelatrofi";"";"";"";"";;;;;;;;"Ja";"Nei";"1980-01-01";"";"registration";"DIAGNOSIS";;"REGISTRATION_DIAGNOSIS";"G60.8 skal kun brukes dersom det er påvist eller mistanke om genetisk årsak. G60.2 skal bare registreres dersom nevropatien er symptomgivende. I42.9 kardiomyopati som har kjent assosiasjon med arvelig nevromuskulær sykdom, men der myopati så langt ikke er påvist."
"Registreringsskjema";;"Diagnose ICD-10:";"Ja";"Listevariabel";"G60.0";"Arvelig motorisk og sensorisk nevropati";"";"";"";"";;;;;;;;"Ja";"Nei";"1980-01-01";"";"registration";"DIAGNOSIS";;"REGISTRATION_DIAGNOSIS";"G60.8 skal kun brukes dersom det er påvist eller mistanke om genetisk årsak. G60.2 skal bare registreres dersom nevropatien er symptomgivende. I42.9 kardiomyopati som har kjent assosiasjon med arvelig nevromuskulær sykdom, men der myopati så langt ikke er påvist."
"Registreringsskjema";;"Diagnose ICD-10:";"Ja";"Listevariabel";"G60.1";"Refsums sykdom";"";"";"";"";;;;;;;;"Ja";"Nei";"1980-01-01";"";"registration";"DIAGNOSIS";;"REGISTRATION_DIAGNOSIS";"G60.8 skal kun brukes dersom det er påvist eller mistanke om genetisk årsak. G60.2 skal bare registreres dersom nevropatien er symptomgivende. I42.9 kardiomyopati som har kjent assosiasjon med arvelig nevromuskulær sykdom, men der myopati så langt ikke er påvist."
"Registreringsskjema";;"Diagnose ICD-10:";"Ja";"Listevariabel";"G60.2";"Nevropati i tilknytning til arvelig ataksi";"";"";"";"";;;;;;;;"Ja";"Nei";"1980-01-01";"";"registration";"DIAGNOSIS";;"REGISTRATION_DIAGNOSIS";"G60.8 skal kun brukes dersom det er påvist eller mistanke om genetisk årsak. G60.2 skal bare registreres dersom nevropatien er symptomgivende. I42.9 kardiomyopati som har kjent assosiasjon med arvelig nevromuskulær sykdom, men der myopati så langt ikke er påvist."
"Registreringsskjema";;"Diagnose ICD-10:";"Ja";"Listevariabel";"G60.8";"Annen spesifisert arvelig og idiopatisk nevropati";"";"";"";"";;;;;;;;"Ja";"Nei";"1980-01-01";"";"registration";"DIAGNOSIS";;"REGISTRATION_DIAGNOSIS";"G60.8 skal kun brukes dersom det er påvist eller mistanke om genetisk årsak. G60.2 skal bare registreres dersom nevropatien er symptomgivende. I42.9 kardiomyopati som har kjent assosiasjon med arvelig nevromuskulær sykdom, men der myopati så langt ikke er påvist."
"Registreringsskjema";;"Diagnose ICD-10:";"Ja";"Listevariabel";"G60.9";"Uspesifisert arvelig idiopatisk nevropati";"";"";"";"";;;;;;;;"Ja";"Nei";"1980-01-01";"";"registration";"DIAGNOSIS";;"REGISTRATION_DIAGNOSIS";"G60.8 skal kun brukes dersom det er påvist eller mistanke om genetisk årsak. G60.2 skal bare registreres dersom nevropatien er symptomgivende. I42.9 kardiomyopati som har kjent assosiasjon med arvelig nevromuskulær sykdom, men der myopati så langt ikke er påvist."
"Registreringsskjema";;"Diagnose ICD-10:";"Ja";"Listevariabel";"I42.9";"Uspesifisert kardiomyopati";"";"";"";"";;;;;;;;"Ja";"Nei";"2017-04-25";"";"registration";"DIAGNOSIS";;"REGISTRATION_DIAGNOSIS";"G60.8 skal kun brukes dersom det er påvist eller mistanke om genetisk årsak. G60.2 skal bare registreres dersom nevropatien er symptomgivende. I42.9 kardiomyopati som har kjent assosiasjon med arvelig nevromuskulær sykdom, men der myopati så langt ikke er påvist."
"Registreringsskjema";;"Diagnose ICD-10:";"Ja";"Listevariabel";"T88.3";"Malign hypertermi som skyldes anestesi";"";"";"";"";;;;;;;;"Ja";"Nei";"2017-04-25";"";"registration";"DIAGNOSIS";;"REGISTRATION_DIAGNOSIS";"G60.8 skal kun brukes dersom det er påvist eller mistanke om genetisk årsak. G60.2 skal bare registreres dersom nevropatien er symptomgivende. I42.9 kardiomyopati som har kjent assosiasjon med arvelig nevromuskulær sykdom, men der myopati så langt ikke er påvist."
"Registreringsskjema";;"Spesifiser (G12.8):";"Ja";"Tekstvariabel";"";"";"";"";"";"";;;;;120;"aAáÁbBcCdDðÐeEéÉfFgGhHiIíÍjJkKlLmMnNoOóÓpPqQrRsStTuUvúÚVwWxXyYýÝzZþÞæÆåÅäÄöÖñÑéÉ-ü ÜáÁ´_/,.- + 1234567890ØøÜüß@_-!%:;?  [] ()";;"Nei";"Ja";"1980-01-01";"";"registration";"G128SPECIFY";;"REGISTRATION_G128SPECIFY";"Inntil 120 tegn."
"Registreringsskjema";;"Sannsynlig annen undergruppe:";"Ja";"Tekstvariabel";"";"";"";"";"";"";;;;;120;"aAáÁbBcCdDðÐeEéÉfFgGhHiIíÍjJkKlLmMnNoOóÓpPqQrRsStTuUvúÚVwWxXyYýÝzZþÞæÆåÅäÄöÖñÑéÉ-ü ÜáÁ´_/,.- + 1234567890ØøÜüß@_-!%:;?  [] ()";;"Nei";"Ja";"1980-01-01";"";"registration";"SUBGROUP_SPECIFY";;"REGISTRATION_SUBGROUP_SPECIFY";"Beskriv undergruppe med tekst. F.eks. limb-girdle muskeldystrofi, type 2i eller Charlot-Marie-Tooth, type 1a"
"Registreringsskjema";;"Sannsynlig annen undergruppe nivå 2:";"Ja";"Tekstvariabel";"";"";"";"";"";"";;;;;120;"aAáÁbBcCdDðÐeEéÉfFgGhHiIíÍjJkKlLmMnNoOóÓpPqQrRsStTuUvúÚVwWxXyYýÝzZþÞæÆåÅäÄöÖñÑéÉ-ü ÜáÁ´_/,.- + 1234567890ØøÜüß@_-!%:;?  [] ()";;"Nei";"Ja";"1980-01-01";"";"registration";"SUBSUBGROUP_SPECIFY";;"REGISTRATION_SUBSUBGROUP_SPECIFY";"Beskriv annen undergruppe for nivå 2 med tekst."
"Registreringsskjema";;"Er genetisk årsak påvist?";"Ja";"Listevariabel";1;"Ja";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"GENETIC_CAUSE";;"REGISTRATION_GENETIC_CAUSE";"Angi genetisk årsak så nøyaktig som mulig, hvis mulig skriv av svar fra genetisk analyse."
"Registreringsskjema";;"Er genetisk årsak påvist?";"Ja";"Listevariabel";"0";"Nei";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"GENETIC_CAUSE";;"REGISTRATION_GENETIC_CAUSE";"Angi genetisk årsak så nøyaktig som mulig, hvis mulig skriv av svar fra genetisk analyse."
"Registreringsskjema";;"Er genetisk årsak påvist?";"Ja";"Listevariabel";9;"Ikke utfylt";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"GENETIC_CAUSE";;"REGISTRATION_GENETIC_CAUSE";"Angi genetisk årsak så nøyaktig som mulig, hvis mulig skriv av svar fra genetisk analyse."
"Registreringsskjema";;"Årstall for påvisning av genetisk årsak (åååå)";"Ja";"Tallvariabel";"";"";"birthYear";"todayYear";"birthYear";"todayYear";"";"";"";"";4;;"0";"Nei";"Ja";"2017-04-25";"";"registration";"GENETIC_CAUSE_YEAR";;"REGISTRATION_GENETIC_CAUSE_YEAR";"Angi årstall for utredningstart. Dersom dette er umulig å finne ut, kryss av i boksen ukjent. Dersom diagnoseår oppgis vil minste lovlige årstall være satt i forhold til det."
